City ID,City,Country,Lat,Lng,Temperature,Humidity,Clouds,Wind Speed
1090467,Boueni,YT,-12.9,45.08,80.6,78,75,5.82
4696788,Hays,US,30.05,-98.03,68.76,88,90,4.7
3418910,Upernavik,GL,72.79,-56.15,36.54,90,100,27.92
2077895,Alice Springs,AU,-23.7,133.88,73.4,60,95,9.17
113659,Tabas,IR,33.6,56.92,64.4,15,0,4.7
2312888,Mbanza-Ngungu,CD,-5.25,14.87,74.35,86,93,5.03
5690532,Minot,US,48.23,-101.3,32.0,67,1,21.92
6170031,Tuktoyaktuk,CA,69.45,-133.04,15.8,85,5,5.82
2110227,Butaritari,KI,3.07,172.79,81.54,81,4,14.58
4013679,Coahuayana Viejo,MX,18.73,-103.68,84.2,58,75,2.62
2335727,Kaduna,NG,10.52,7.44,79.63,61,21,4.25
2014078,Urusha,RU,54.05,122.9,21.07,84,21,4.5
2014624,Udachny,RU,66.42,112.4,6.8,100,0,2.24
5110365,Broome,US,42.25,-75.83,53.26,43,1,9.17
5563839,Fortuna,US,40.6,-124.16,63.21,72,20,8.34
3137469,Sørland,NO,67.67,12.69,42.87,67,100,42.97
2013465,Verkhoyansk,RU,67.54,133.38,15.85,95,100,6.6
3421982,Maniitsoq,GL,65.42,-52.9,39.47,93,98,14.72
3443061,Chui,UY,-33.7,-53.46,73.71,63,17,11.07
3374083,Bathsheba,BB,13.22,-59.52,86.0,74,75,13.87
3877918,Ovalle,CL,-30.6,-71.2,87.21,20,0,11.72
544084,Koslan,RU,63.46,48.9,29.35,96,88,6.55
3932145,Pisco,PE,-13.7,-76.22,68.0,77,40,11.41
1185148,Patiya,BD,22.29,91.98,77.4,91,100,4.34
2629833,Husavik,IS,66.04,-17.34,41.0,86,40,6.93
2122614,Ekhabi,RU,53.51,142.97,33.76,91,89,9.28
103630,Najrān,SA,17.49,44.13,75.2,22,0,5.82
779622,Havøysund,NO,71.0,24.66,34.74,86,75,21.92
5577158,Fort Morgan,US,40.25,-103.8,66.2,22,1,6.93
554297,Kalikino,RU,52.95,39.83,44.6,75,40,13.42
3359638,Walvis Bay,NA,-22.96,14.51,59.97,77,14,4.7
4160812,Key West,US,24.56,-81.78,88.18,66,20,12.75
690556,Uyutnoye,UA,45.2,33.3,68.67,82,97,19.01
6165406,Thompson,CA,55.74,-97.86,30.2,80,90,4.7
2178753,Kirakira,SB,-10.45,161.92,78.91,79,31,6.08
934322,Mahébourg,MU,-20.41,57.7,73.4,78,40,3.36
933178,Pandamatenga,BW,-18.53,25.63,77.11,21,0,5.17
1563281,Tuy Hoa,VN,13.08,109.3,76.17,88,100,3.89
2092164,Lorengau,PG,-2.02,147.27,81.21,79,98,9.46
2181625,Te Anau,NZ,-45.42,167.72,43.7,91,96,1.25
1787646,Yangcun,CN,39.36,117.06,58.59,47,0,6.71
64435,Berbera,SO,10.44,45.01,86.2,55,0,3.94
2070998,Geraldton,AU,-28.77,114.6,64.4,72,41,12.75
1814906,Chongqing,CN,29.56,106.55,58.17,93,90,2.24
229112,Moroto,UG,2.53,34.67,70.92,70,95,5.48
2138555,Poum,NC,-20.23,164.02,72.09,79,23,9.84
2021031,Kyren,RU,51.68,102.14,36.52,73,35,3.4
1586185,Cao Bang,VN,22.67,106.25,62.89,76,85,2.8
2013639,Verkhnevilyuysk,RU,63.45,120.32,12.69,96,0,4.29
3424607,Tasiilaq,GL,65.61,-37.64,35.6,74,40,20.8
544318,Kosa,RU,59.94,55.0,31.5,95,89,8.34
3382160,Cayenne,GF,4.93,-52.33,91.4,46,20,11.41
1507390,Dikson,RU,73.51,80.55,14.97,96,40,20.87
3466980,Caravelas,BR,-17.71,-39.25,77.67,65,81,11.97
1490042,Tashtagol,RU,52.77,87.89,41.67,75,100,4.12
2127060,Arman',RU,59.7,150.17,29.75,88,21,1.19
3404558,Cabedelo,BR,-6.98,-34.83,84.2,62,20,17.22
49747,Oddur,SO,4.12,43.89,77.23,71,81,11.12
5367788,Lompoc,US,34.64,-120.46,79.72,29,1,3.36
2377457,Nouadhibou,MR,20.93,-17.03,78.8,57,0,14.99
3354071,Oranjemund,NA,-28.55,16.43,60.21,82,3,12.15
1651810,Airai,TL,-8.93,125.41,60.33,94,65,1.05
1067565,Beloha,MG,-25.17,45.05,66.38,77,16,18.3
2229681,Lagdo,CM,9.05,13.73,86.0,74,20,3.36
2347758,Bara,NG,10.37,10.73,83.91,57,44,8.08
286621,Salalah,OM,17.02,54.09,78.8,74,0,1.12
3687238,Cartagena,CO,10.4,-75.51,89.6,75,75,8.05
2189630,Hunterville,NZ,-39.93,175.57,44.64,91,10,1.01
3530103,San Miguel de Cozumel,MX,20.51,-86.95,86.86,70,75,13.87
654899,Kajaani,FI,64.23,27.73,41.0,93,90,8.05
1630639,Pringsewu,ID,-5.36,104.97,74.89,92,58,4.5
1529484,Kumul,CN,42.8,93.45,48.11,42,0,7.63
1649150,Bengkulu,ID,-3.8,102.27,77.43,83,100,2.77
3924908,Pimenta Bueno,BR,-11.67,-61.19,98.62,30,22,2.62
1830377,Lumphat,KH,13.49,106.98,72.5,98,100,2.48
1819729,Hong Kong,HK,22.29,114.16,69.31,75,64,10.0
3421719,Narsaq,GL,60.92,-46.05,44.6,65,20,3.36
1310120,Mawlaik,MM,23.63,94.42,75.0,94,86,1.57
330534,Mīzan Teferī,ET,6.98,35.58,61.61,89,26,2.39
5859699,College,US,64.86,-147.8,15.26,72,75,4.7
2137773,Vao,NC,-22.67,167.48,69.91,65,6,10.69
2126199,Cherskiy,RU,68.75,161.3,19.45,96,67,9.37
1337613,Kulhudhuffushi,MV,6.62,73.07,82.18,77,8,12.8
3405215,Bonfim,BR,3.08,-59.95,96.01,34,88,7.38
1528998,Yumen,CN,40.28,97.2,36.63,65,9,5.26
2112802,Hasaki,JP,35.73,140.83,52.56,93,75,5.82
1788508,Xinyu,CN,27.8,114.93,57.63,90,96,3.74
3607419,La Masica,HN,15.62,-87.12,83.28,88,40,2.24
105298,Jizan,SA,17.33,42.67,87.8,66,0,5.82
2112309,Katsuura,JP,35.13,140.3,54.55,87,75,10.29
2022572,Khatanga,RU,71.97,102.5,2.26,90,11,7.78
3883457,Lebu,CL,-37.62,-73.65,53.73,76,57,9.01
6690296,Saint-Joseph,RE,-21.37,55.62,70.77,73,37,4.7
2618795,Klaksvík,FO,62.23,-6.59,37.4,69,100,4.7
5768233,Rapid City,US,44.08,-103.23,32.32,74,90,20.8
3374210,São Filipe,CV,14.9,-24.5,81.36,75,23,1.68
4156404,Gainesville,US,29.65,-82.32,81.0,61,20,11.41
2396518,Port-Gentil,GA,-0.72,8.78,78.8,88,75,11.41
570455,Buzdyak,RU,54.58,54.55,35.04,85,0,5.61
935215,Saint-Philippe,RE,-21.36,55.77,68.65,73,47,4.7
95788,Hīt,IQ,33.64,42.83,77.85,21,0,8.46
2229748,Kumbo,CM,6.2,10.67,61.14,92,74,2.82
3981432,Todos Santos,MX,23.45,-110.22,83.48,82,0,3.0
2729907,Longyearbyen,SJ,78.22,15.64,21.2,79,40,4.7
2180815,Tuatapere,NZ,-46.13,167.68,46.99,80,75,1.99
1623197,Tual,ID,-5.67,132.75,80.47,84,68,15.88
3471451,Arraial do Cabo,BR,-22.97,-42.03,77.0,50,20,8.05
1634614,Nabire,ID,-3.37,135.48,76.75,90,96,4.36
244878,Biltine,TD,14.53,20.92,91.53,11,32,5.7
3379316,Lethem,GY,3.38,-59.8,97.47,31,87,3.76
5866063,Kenai,US,60.55,-151.26,28.87,74,75,6.08
2122574,Ola,RU,59.58,151.28,32.2,91,62,6.64
494846,Shepsi,RU,44.04,39.15,70.54,55,0,4.59
3369179,Caledon,ZA,-34.23,19.43,61.0,87,100,1.99
1855540,Naze,JP,28.37,129.48,73.4,94,75,18.34
5919850,Chapais,CA,49.78,-74.85,42.8,57,75,9.17
53372,Oodweyne,SO,9.41,45.06,77.77,41,5,5.08
5380437,Pacific Grove,US,36.62,-121.92,75.13,26,1,2.66
1518139,Tobol,KZ,52.68,62.58,41.23,66,31,7.87
728674,Obzor,BG,42.82,27.88,61.36,63,90,5.82
162199,Annau,TM,37.89,58.52,59.0,30,0,6.93
6111862,Port Hardy,CA,50.7,-127.42,51.8,81,75,5.82
4020109,Atuona,PF,-9.8,-139.03,78.31,72,2,18.86
4021858,Guerrero Negro,MX,27.98,-114.06,84.04,44,22,8.08
4036284,Alofi,NU,-19.06,-169.92,78.8,88,100,6.93
698770,Ochakiv,UA,46.61,31.55,59.0,77,96,6.71
5905393,Bonavista,CA,48.65,-53.11,52.0,82,98,1.99
1244926,Hambantota,LK,6.12,81.12,77.0,100,80,6.93
3445679,Uruguaiana,BR,-29.75,-57.09,91.4,49,75,5.82
3448903,São João da Barra,BR,-21.64,-41.05,77.0,57,75,11.41
187585,Marsabit,KE,2.33,37.99,73.38,56,36,20.62
3347019,Mossamedes,AO,-15.2,12.15,72.05,69,23,11.48
4047434,Russell,US,32.35,-85.2,70.07,40,1,9.17
1562414,Vung Tau,VN,10.35,107.08,80.49,80,100,12.62
236524,Rafai,CF,4.95,23.92,72.45,86,12,1.63
1254046,Tura,IN,25.52,90.22,75.09,93,16,2.37
2643044,Margate,GB,51.38,1.39,52.03,78,51,1.99
1064234,Ikongo,MG,-21.88,47.43,67.08,90,97,3.65
5354943,Half Moon Bay,US,37.46,-122.43,78.42,33,1,3.36
2063042,Port Hedland,AU,-20.32,118.57,71.6,83,0,12.75
4148757,Brandon,US,27.94,-82.29,86.54,52,1,9.17
4726521,San Patricio,US,28.02,-97.52,81.14,65,40,8.05
2013279,Vostok,RU,46.49,135.88,35.55,89,75,8.99
1497337,Kayerkan,RU,69.35,87.76,24.8,85,100,20.13
2017155,Saskylakh,RU,71.92,114.08,13.26,96,100,6.35
3166509,Siniscola,IT,40.57,9.69,55.4,66,6,8.05
2120047,Ust'-Omchug,RU,61.15,149.63,16.29,89,68,3.87
527740,Melenki,RU,55.33,41.63,35.02,86,64,5.44
1280037,Shache,CN,38.42,77.24,45.28,49,0,4.32
102527,Sakakah,SA,29.97,40.21,77.0,17,0,5.82
962367,Richards Bay,ZA,-28.78,32.04,72.79,78,0,16.73
3702577,Portobelo,PA,9.55,-79.65,84.29,74,75,6.93
2171099,Codrington,AU,-38.27,141.97,47.82,87,46,9.22
3448011,Saquarema,BR,-22.92,-42.51,77.0,50,20,8.05
2266895,Machico,PT,32.7,-16.77,66.7,68,40,11.41
4034496,Fare,PF,-16.7,-151.02,79.77,75,16,2.75
2303611,Esim,GH,4.87,-2.24,77.92,88,63,10.27
2122783,Katangli,RU,51.71,143.23,37.02,81,96,10.4
1337605,Mahibadhoo,MV,3.78,72.97,82.69,77,79,16.53
3576994,Cockburn Town,TC,21.46,-71.14,87.8,66,40,12.75
3451138,Rio Grande,BR,-32.03,-52.1,69.58,69,19,16.96
5983607,Inuvik,CA,68.35,-133.72,15.8,61,5,3.36
338832,Dire Dawa,ET,9.59,41.87,71.87,45,34,8.28
525426,Sobolevo,RU,54.43,31.9,39.85,88,100,14.2
6167817,Torbay,CA,47.67,-52.73,55.08,100,90,8.05
2470260,Djebeniana,TN,35.03,10.91,68.0,60,34,4.7
5282297,Bethel,US,41.37,-73.41,56.21,35,1,10.29
1106677,Bambous Virieux,MU,-20.34,57.76,73.22,78,40,3.36
2304548,Anloga,GH,5.79,0.9,78.8,88,40,6.93
3351663,Benguela,AO,-12.58,13.41,75.67,82,95,5.41
1256486,Shirgaon,IN,19.7,72.7,81.14,82,8,11.36
3111107,Salamanca,ES,40.83,-6.0,57.2,47,56,1.12
3372783,Ponta Delgada,PT,37.73,-25.67,68.0,64,20,14.99
3628473,San Cristobal,VE,7.77,-72.22,95.0,34,40,20.8
3346015,Sumbe,AO,-11.21,13.84,75.61,81,70,4.23
5924351,Clyde River,CA,70.47,-68.59,37.4,83,90,16.11
2636790,Stornoway,GB,58.21,-6.39,47.28,81,75,9.17
5972762,Hay River,CA,60.82,-115.8,24.8,79,90,20.8
5969025,Haines Junction,CA,60.75,-137.51,18.0,74,0,2.95
534560,Lodeynoye Pole,RU,60.73,33.55,38.79,76,100,10.6
6533368,Moranbah,AU,-22.0,148.05,60.22,90,0,5.97
5558953,Arcata,US,40.87,-124.08,61.23,87,1,6.93
3430443,Necochea,AR,-38.55,-58.74,78.51,63,0,12.41
3985710,Cabo San Lucas,MX,22.89,-109.91,86.47,74,40,10.29
2141714,Bourail,NC,-21.57,165.48,64.78,84,1,3.98
1337606,Eydhafushi,MV,5.1,73.07,82.54,77,64,15.21
2128025,Shizunai-furukawachō,JP,42.33,142.37,51.66,64,5,3.44
935616,Le Port,RE,-20.94,55.29,65.14,88,20,5.82
2297810,Mumford,GH,5.26,-0.76,78.13,88,66,12.24
301975,Samandağ,TR,36.08,35.98,75.2,73,20,12.75
415189,Aden,YE,12.78,45.04,84.99,65,0,8.52
3175096,Laas,IT,46.62,10.7,42.55,75,40,8.05
1485284,Zelenogorskiy,RU,55.03,87.0,51.8,50,95,13.42
1636544,Manado,ID,1.49,124.85,73.4,94,40,2.24
3372472,Vila Franca do Campo,PT,37.72,-25.43,68.0,64,20,14.99
2441447,Maïné Soroa,NE,13.21,12.02,95.27,14,0,14.97
780687,Berlevåg,NO,70.86,29.09,32.0,73,40,3.36
4465088,Elizabeth City,US,36.29,-76.25,62.94,39,1,19.46
2641598,Newport,GB,51.59,-3.0,48.51,84,79,8.86
1583992,Turan,VN,16.07,108.22,75.2,100,75,1.12
2020311,Mamakan,RU,57.82,114.0,24.19,93,100,4.74
1812728,Dingzhou,CN,38.51,115.0,46.4,65,0,4.47
2065594,Mount Isa,AU,-20.73,139.5,66.2,42,0,4.85
2123814,Leningradskiy,RU,69.38,178.42,28.06,90,0,10.56
1121143,Zabul Province,AF,32.25,67.25,43.99,42,0,6.8
2012530,Zhigansk,RU,66.77,123.37,13.21,94,99,8.86
935214,Saint-Pierre,RE,-21.34,55.48,68.74,73,30,4.7
2125945,Dolinsk,RU,47.35,142.8,35.6,93,44,2.24
1521153,Mamlyutka,KZ,54.94,68.54,36.54,77,48,16.42
2068110,Kununurra,AU,-15.77,128.73,78.8,94,2,1.12
2208248,Kaitangata,NZ,-46.28,169.85,48.0,78,92,3.42
5864145,Homer,US,59.64,-151.55,35.08,74,1,2.82
4993659,Garden City,US,42.33,-83.33,54.09,40,75,8.05
2512186,Puerto del Rosario,ES,28.5,-13.86,71.6,68,20,5.82
2125906,Dukat,RU,62.55,155.55,20.46,84,91,6.73
1626703,Soe,ID,-9.86,124.28,66.22,82,76,2.59
108410,Riyadh,SA,24.69,46.72,75.2,25,0,2.24
2513115,Onda,ES,39.97,-0.25,60.01,70,51,0.87
3356832,Henties Bay,NA,-22.12,14.28,59.0,90,17,1.99
2270385,Camacha,PT,33.08,-16.33,69.8,60,20,10.29
1513491,Yangi Marg`ilon,UZ,40.43,71.72,53.6,62,6,9.17
1525988,Ayagoz,KZ,47.97,80.44,46.94,49,1,5.93
3620645,Bonanza,NI,14.03,-84.59,83.68,78,17,5.53
6943832,Riviere-au-Renard,CA,49.0,-64.4,48.2,93,90,5.82
3894426,Coyhaique,CL,-45.58,-72.07,60.8,38,75,11.41
2121025,Srednekolymsk,RU,67.45,153.68,24.44,98,85,8.97
4031574,Provideniya,RU,64.38,-173.3,36.57,92,83,1.19
2738381,Lata,PT,40.16,-8.33,62.85,89,77,1.1
554153,Kalino,RU,58.25,57.61,33.24,91,88,8.55
5895424,Bay Roberts,CA,47.6,-53.26,59.52,1,60,10.45
2286304,Korhogo,CI,9.45,-5.63,81.28,71,62,3.6
5364271,Laguna,US,38.42,-121.42,80.47,26,1,1.48
1037125,Montepuez,MZ,-13.13,39.0,78.62,49,32,3.74
614740,Jvari,GE,42.72,42.05,66.38,33,0,7.43
1853174,Sakaiminato,JP,35.55,133.23,50.0,93,24,4.7
3460942,Itacarambi,BR,-15.1,-44.09,91.71,38,31,7.09
3995236,Mulegé,MX,26.88,-111.98,94.57,21,0,5.88
5861897,Fairbanks,US,64.84,-147.72,15.31,72,75,4.7
3388456,São José da Coroa Grande,BR,-8.9,-35.15,80.37,69,44,11.39
4556050,Woodward,US,36.43,-99.39,70.74,26,1,13.87
1798760,Pingliang,CN,35.54,106.69,47.34,54,49,5.93
1640902,Kawalu,ID,-7.38,108.21,72.25,91,99,2.57
6173220,Valleyview,CA,55.07,-117.29,23.02,76,3,9.1
550918,Bolshaya Dzhalga,RU,45.97,42.7,65.89,49,0,12.75
1490036,Tashtyp,RU,52.79,89.9,42.06,67,100,2.91
1262392,Musāfir-Khāna,IN,26.37,81.8,78.26,43,0,3.2
3168764,Sabaudia,IT,41.3,13.03,55.0,89,11,7.07
1529376,Korla,CN,41.76,86.15,48.33,46,0,2.51
1006984,East London,ZA,-33.02,27.91,60.8,93,33,9.17
5882953,Aklavik,CA,68.22,-135.01,10.4,92,5,5.82
2071860,Esperance,AU,-33.87,121.9,48.2,100,0,8.05
2037485,Erenhot,CN,43.65,111.98,41.99,58,7,2.66
2033196,Zhangjiakou,CN,40.81,114.88,45.32,49,1,3.22
2122493,Omsukchan,RU,62.53,155.8,22.33,82,89,5.26
2173911,Broken Hill,AU,-31.95,141.43,46.4,87,78,13.87
1214488,Meulaboh,ID,4.14,96.13,75.47,89,100,5.46
256952,Milos,GR,36.75,24.43,75.2,83,100,9.17
1224061,Wattegama,LK,6.8,81.48,77.0,100,41,6.93
2236967,Soyo,AO,-6.13,12.37,77.47,84,76,10.11
3571913,Marsh Harbour,BS,26.54,-77.06,82.31,74,100,17.36
3100637,Darłowo,PL,54.42,16.41,46.0,82,42,2.15
5597955,Kuna,US,43.49,-116.42,64.29,45,1,11.41
3697838,Contamana,PE,-7.33,-75.02,92.16,42,27,6.33
371745,Kutum,SD,14.2,24.67,82.24,15,30,9.73
2447513,Arlit,NE,18.74,7.39,97.45,10,0,8.75
2084442,Vanimo,PG,-2.67,141.3,77.13,86,100,3.42
3945985,Camaná,PE,-16.62,-72.71,68.32,63,44,8.01
5856516,‘Āhuimanu,US,21.44,-157.84,77.41,83,20,2.62
3670218,San Andrés,CO,12.58,-81.7,89.6,70,40,11.41
1785462,Zaoyang,CN,32.13,112.75,55.2,63,63,4.63
2476660,Tigzirt,DZ,36.89,4.12,64.31,49,0,3.38
1529626,Baijiantan,CN,45.63,85.18,48.31,48,0,1.59
1274848,Chamba,IN,32.57,76.13,62.98,41,0,5.64
3466165,Cidreira,BR,-30.18,-50.21,69.37,69,32,18.63
3691582,Talara,PE,-4.58,-81.27,77.0,65,23,13.87
2171465,Clarence Town,AU,-32.58,151.78,69.62,60,90,16.11
5847411,Kahului,US,20.89,-156.47,75.78,65,20,3.36
3837056,San Luis,AR,-33.3,-66.34,92.82,19,0,9.73
1516048,Khovd,MN,48.01,91.64,33.73,78,1,1.03
6096551,Pangnirtung,CA,66.15,-65.71,35.6,88,90,20.8
2128975,Nemuro,JP,43.32,145.57,53.92,82,1,9.95
5557293,Sitka,US,57.05,-135.33,41.0,56,75,6.93
556268,Ostrovnoy,RU,68.05,39.51,30.06,93,12,2.86
6324729,Halifax,CA,44.65,-63.57,60.17,97,100,7.0
2145554,Ulladulla,AU,-35.35,150.47,59.52,72,40,8.05
2630299,Hofn,IS,64.25,-15.21,39.96,87,100,6.82
2446796,Bilma,NE,18.69,12.92,88.61,14,0,2.53
1257749,Saint Thomas Mount,IN,13.0,80.2,82.4,78,75,2.24
4004293,Ixtapa,MX,20.7,-105.2,89.31,62,5,3.36
1493870,Pyshma,RU,56.95,63.25,33.21,90,46,13.51
112656,Tonekābon,IR,36.82,50.87,62.6,82,0,4.7
2036753,Huanan,CN,46.22,130.52,40.89,74,50,9.66
1151528,Pa Sang,TH,18.53,98.94,78.8,61,75,11.41
3065873,Slatiňany,CZ,49.92,15.81,42.24,81,100,4.7
218680,Boende,CD,-0.22,20.87,73.78,95,77,2.93
2561668,Santa Cruz,MA,30.42,-9.6,68.0,64,0,9.17
2030065,Mandalgovi,MN,45.76,106.27,34.2,79,30,6.98
1267819,Karauli,IN,26.5,77.02,81.64,36,0,4.25
1488708,Ubinskoye,RU,55.31,79.68,53.73,50,100,24.43
1793286,Tangzhai,CN,34.43,116.59,57.99,58,16,3.74
293842,Kiryat Gat,IL,31.61,34.76,73.65,70,0,7.02
4174715,Tallahassee,US,30.44,-84.28,75.69,41,1,8.05
6542289,Creazzo,IT,45.53,11.48,55.04,90,1,0.51
3131824,Vigrestad,NO,58.57,5.7,44.01,96,84,5.01
2278158,Buchanan,LR,5.88,-10.05,84.2,79,75,6.93
3641351,El Tigre,VE,8.89,-64.25,89.13,52,93,7.67
3664980,Boa Vista,BR,2.82,-60.67,95.0,39,75,6.93
3400920,Elesbão Veloso,BR,-6.2,-42.14,104.65,15,82,4.56
6148373,Sioux Lookout,CA,50.1,-91.92,37.4,40,75,4.7
3385980,Tucumã,BR,-0.18,-50.05,89.85,52,74,10.56
